Digitalis purpurea,high
Dorypteryx domestica,high
Dysphania aristata,high
Echinochloa crus-galli,high
Echium vulgare,high
Eisenia andrei,high
Eisenia fetida,high
Eiseniella tetraedra,high
Elatobium abietinum,high
Elodea canadensis,high
Elodea nuttallii,high
Elymus repens,high
Elymus sibiricus,high
Ephestia kuehniella,high
Eriocampa ovata,high
Erodium cicutarium,high
Erucastrum gallicum,high
Erysimum capitatum,high
Erysimum cheiranthoides,high
Erysimum cheiri,high
Eschscholzia californica,high
Euphorbia cyparissias,high
Euphorbia esula,high
Euphorbia peplus,high
Euphrasia nemorosa,high
Fagopyrum esculentum,high
Fallopia convolvulus,high
Fallopia japonica,high
Fallopia sachalinensis,high
Fallopia X bohemica,high
Felis catus,high
Fenusa dohrnii,high
Fenusa pusilla,high
Festuca rubra,high
Forficula auricularia,high
Fragaria chiloensis ssp. pacifica,high
Frankliniella occidentalis,high
Fucus cottonii,high
Gaillardia pulchella,high
Galeopsis bifida,high
Galeopsis tetrahit,high
Garveia franciscana,high
Geranium bicknellii,high
Geranium carolinianum,high
Geranium pusillum,high
Geranium robertianum,high
Geranium sanguineum,high
Gilia achilleifolia,high
Gilia capitata,high
Glebionis segetum,high
Glechoma hederacea,high
Glyceria maxima,high
Gnaphalium palustre,high
Gnaphalium uliginosum,high
Gymnetron antirrhini,high
Gypsophila elegans,high
Gypsophila paniculata,high
Hackelia micrantha,high
Haematopinus suis,high
Hayhurstia atriplicis,high
Hedera helix,high
Helianthus annuus,high
Hemioniscus balani,high
Hesperis matronalis,high
Heterarthrus nemoratus,high
Heteromastus filiformis,high
Hieracium aurantiacum,high
Hieracium caespitosum,high
Hieracium cruentifolium,high
Hieracium murorum,high
Hieracium pilosella,high
Hieracium piloselloides,high
Hieracium umbellatum,high
Hofmannophila pseudospretella,high
Holcus lanatus,high
Holcus mollis,high
Hordeum jubatum,high
Hordeum murinum ssp. leporinum,high
Hordeum vulgare,high
Hydrophoria lancifer,high
Hypericum perforatum,high
Hypochaeris radicata,high
Iberis amara,high
Iberis umbellata,high
Ilex aquifolium,high
Impatiens glandulifera,high
Influenza A virus,high
Iris pseudacorus,high
Jacobaea vulgaris,high
Jassa marmorata,high
Kochia scoparia,high
Lactuca serriola,high
Lamium album,high
Lamium amplexicaule,high
Lamium maculatum,high
Lamium purpureum,high
Lappula squarrosa,high
Lapsana communis,high
Laricobius erichsonii,high
Lasioderma serricorne,high
Lathrolestes thomsoni,high
Lathyrus pratensis,high
Leontodon autumnalis,high
Leontodon hispidus,high
Lepidium campestre,high
Lepidium densiflorum,high
Lepidium heterophyllum,high
Lepidium latifolium,high
Lepidium perfoliatum,high
Lepidium ramosissimum,high
Lepidium ruderale,high
Lepidium virginicum,high
Lepisma saccharina,high
Leucanthemum maximum,high
Leucanthemum vulgare,high
Limax maximus,high
Limnanthes douglasii ssp. douglasii,high
Linaria maroccana,high
Linaria pinifolia,high
Linaria purpurea,high
Linaria vulgaris,high
Lipaphis pseudobrassicae,high
Lolium multiflorum,high
Lolium perenne,high
Lolium temulentum,high
Lonicera tatarica,high
Lotus corniculatus,high
Lumbricus castaneus,high
Lumbricus rubellus,high
Lumbricus terrestris,high
Lupinus polyphyllus ssp. polyphyllus,high
Lysimachia nummularia,high
Lysimachia punctata,high
Lythrum salicaria,high
Madia glomerata,high
Malva neglecta,high
Malva sylvestris,high
Manayunkia speciosa,high
Marrubium vulgare,high
Matricaria discoidea,high
Medicago lupulina,high
Medicago minima,high
Medicago polymorpha,high
Medicago sativa,high
Medicago sativa ssp. falcata,high
Medicago sativa ssp. sativa,high
Melilotus albus,high
Melilotus officinalis,high
Menacanthus stramineus,high
Mentha spicata,high
Mentha X piperita,high
Micromeria douglasii,high
Microspongium globosum,high
Microsteris gracilis,high
Misopates orontium,high
Molgula citrina,high
Molgula manhattensis,high
Monsoma pulveratum,high
Mulgedium oblongifolium,high
Mus musculus,high
Musca domestica,high
Mustela putorius furo,high
Mya arenaria,high
Mycelis muralis,high
Myosotis scorpioides,high
Myosotis sylvatica,high
Myrrhis odorata,high
Myxobolus cerebralis,high
Myzus antirrhinii,high
Nasturtium microphyllum,high
Nasturtium officinale,high
Nearctaphis bakeri,high
Necrobia violacea,high
Nematus ribesii,high
Nemophila menziesii,high
Nemophila menziesii atomaria,high
Nepeta cataria,high
Neslia paniculata,high
Noctua pronuba,high
Nymphaea odorata,high
Octolasion cyaneum,high
Octolasion tyrtaeum,high
Omalium rivulare,high
Onobrychis viciifolia,high
Opercularella lacerata,high
Oryctolagus cuniculus,high
Otiorhynchus ovatus,high
Otiorhynchus sulcatus,high
Oxalis corniculata,high
Oxybasis rubra,high
Pacifastacus leniusculus,high
Papaver nudicaule,high
Papaver rhoeas,high
Pascopyrum smithii,high
Passer domesticus,high
Pastinaca sativa,high
Periphyllus testudinaceus,high
Periplaneta americana,high
Peromyscus maniculatus,high
Persicaria hydropiper,high
Persicaria hydropiperoides,high
Persicaria lapathifolia,high
Persicaria maculosa,high
Persicaria wallichii,high
Phalangium opilio,high
Phalaris arundinacea,high
Phalaris canariensis,high
Phalaris minor,high
Philaenus spumarius,high
Philonthus politus,high
Philonthus rectangulus,high
Phleum pratense,high
Pholcus phalangioides,high
Phyllotreta striolata,high
Phytophthora alni ssp. uniformis,high
Pissodes strobi,high
Placusa incompleta,high
Plagiobothrys figuratus,high
Plantago lanceolata,high
Plantago major,high
Poa annua,high
Poa compressa,high
Poa nemoralis nemoralis,high
Poa pratensis ssp. irrigata,high
Poa pratensis ssp. pratensis,high
Poa trivialis,high
Pollenia vagabunda,high
Polygonum achoreum,high
Polygonum aviculare,high
Polygonum aviculare ssp. depressum,high
Polygonum ramosissimum,high
Polypogon monspeliensis,high
Polysiphonia brodiei,high
Porcellio laevis,high
Porcellio scaber,high
Potentilla fragiformis,high
Potentilla gracilis fastigiata,high
Pristiphora erichsonii,high
Proboscidactyla flavicirrata,high
Profenusa thomsoni,high
Prunus avium,high
Prunus maackii,high
Prunus padus,high
Prunus virginiana,high
Psathyrostachys juncea,high
Pseudacris regilla,high
Psilocarphus elatior,high
Pterocomma populeum,high
Ptinus fur,high
Ptinus raptor,high
Ptinus tectus,high
Puccinellia distans,high
Quedius mesomelinus,high
Rana aurora,high
Ranunculus acris,high
Ranunculus repens,high
Raphanus raphanistrum,high
Raphanus sativus,high
Rattus norvegicus,high
Rattus rattus,high
Rheum rhabarbarum,high
Rhinoncus castor,high
Rhipicephalus sanguineus,high
Rhopalosiphum niger,high
Rhopalosiphum padi,high
Rhyacionia buoliana,high
Rhynchaenus punctiger,high
Ribes uva-crispa,high
Rorippa sylvestris,high
Rosa rugosa,high
Rubus idaeus idaeus,high
Rubus ulmifolius,high
Rudbeckia hirta,high
Rumex acetosa,high
Rumex acetosella,high
Rumex crispus,high
Rumex longifolius,high
Rumex maritimus,high
Rumex obtusifolius,high
Sagina procumbens,high
Salix pentandra,high
Salix X sepulcralis,high
Salvelinus fontinalis,high
Saponaria officinalis,high
Sargassum muticum,high
Schedonorus arundinaceus,high
Schedonorus pratensis,high
Schizoporella unicornis,high
Schreckensteinia festaliella,high
Scilla siberica,high
Secale cereale,high
Securigera varia,high
Senecio eremophilus,high
Senecio integerrimus exaltatus,high
Senecio serra,high
Senecio sylvaticus,high
Senecio viscosus,high
Senecio vulgaris,high
Setaria viridis,high
Severe acute respiratory syndrome-related coronavirus,high
Silene armeria,high
Silene chalcedonica,high
Silene dioica,high
Silene latifolia,high
Silene noctiflora,high
Silene vulgaris,high
Silybum marianum,high
Sinapis alba,high
Sinapis arvensis,high
Sisymbrium altissimum,high
Sisymbrium officinale,high
Sisymbrium orientale,high
Sitobion avenae,high
Sitona hispidulus,high
Sitophilus oryzae,high
Solanum lycopersicum,high
Solanum nigrum,high
Solanum physalifolium,high
Sonchus arvensis,high
Sonchus arvensis ssp. uliginosus,high
Sonchus asper,high
Sonchus oleraceus,high
Sorbaria sorbifolia,high
Sorbus aucuparia,high
Sorbus sambucifolia,high
Spergula arvensis,high
Spergularia rubra,high
Spinacia oleracea,high
Stegobium paniceum,high
Stellaria media,high
Streptopelia decaocto,high
Sturnus vulgaris,high
Sus scrofa,high
Symphytum asperum,high
Symphytum officinale,high
Tanacetum vulgare,high
Taraxacum erythrospermum,high
Taraxacum vulgare,high
Thermobia domestica,high
Thlaspi arvense,high
Tragopogon dubius,high
Trichodectes canis,high
Trifolium aureum,high
Trifolium campestre,high
Trifolium dubium,high
Trifolium hybridum,high
Trifolium lupinaster,high
Trifolium microcephalum,high
Trifolium pratense,high
Trifolium repens,high
Trifolium variegatum,high
Tripleurospermum inodorum,high
Triticum aestivum,high
Trochammina hadai,high
Trollius europaeus,high
Turritis glabra,high
Urtica dioica ssp. dioica,high
Urtica urens,high
Vaccaria hispanica,high
Verbascum thapsus,high
Veronica anagallis-aquatica,high
Veronica arvensis,high
Veronica chamaedrys,high
Veronica longifolia,high
Veronica officinalis,high
Veronica peregrina,high
Veronica persica,high
Veronica serpyllifolia,high
Veronica spicata,high
Viburnum opulus,high
Vicia cracca,high
Vicia hirsuta,high
Vicia sativa,high
Vicia sativa ssp. nigra,high
Vicia villosa,high
Viola tricolor,high
Vulpia myuros,high
Watersipora subtorquata,high
Xylodromus concinnus,high
Xylodromus depressus,high
Zygophyllum fabago,high
Abaeis nicippe,high
Abgrallaspis cyanophylli,high
Abrus precatorius,high
Abudefduf vaigiensis,high
Abutilon grandifolium,high
Abutilon indicum,high
Acacia aneura,high
Acacia auriculiformis,high
Acacia catechu,high
Acacia confusa,high
Acacia mangium,high
Acacia mearnsii,high
Acacia melanoxylon,high
Acacia parramattensis,high
Acacia retinodes,high
Acalolepta aesthetica,high
Acanthocereus tetragonus,high
Acanthococcus araucariae,high
Acanthophora spicifera,high
Acanthoscelides macrophthalmus,high
Acanthoscelides obtectus,high
Acanthospermum australe,high
Acanthospermum hispidum,high
Acarapis externus,high
Acarus siro,high
Aceratoneuromyia indica,high
Aceria aloinis,high
Aceria ficus,high
Aceria granati,high
Aceria guerreronis,high
Aceria hibisci,high
Aceria litchii,high
Aceria mangiferae,high
Aceria pisoniae,high
Aceria sheldoni,high
Aceria swezeyi,high
Acerophagus coccois,high
Acerophagus pallidus,high
Acerophagus texanus,high
Achaea janata,high
Acheta domesticus,high
Achillea millefolium,high
Achradocera arcuata,high
Achradocera shannoni,high
Achroia grisella,high
Achrysocharoides bukkensis,high
Achyranthes aspera aspera,high
Achyranthes aspera pubescens,high
Acinia picturata,high
Acinopterus angulatus,high
Acizzia uncatoides,high
Acleris zimmermani,high
Acmopolynema uma,high
Acomatacarus arizonensis,high
Acridotheres tristis,high
Acritus komai,high
Acrodontochelys vitiensis,high
Acrolepia assectella,high
Acrolepiopsis assectella,high
Acrolepiopsis sapporensis,high
Acrophasmus immigrans,high
Acrosticta apicalis,high
Acrotelsa collaris,high
Acrotona dilutipennis,high
Acrotrichis africana,high
Acrotrichis discoloroides,high
Acrotritia ardua ardua,high
Acrotritia curticephala,high
Actia eucosmae,high
Actidium sharpianum,high
Aculops lycopersici,high
Aculus broussaisiae,high
Acutaspis aliena,high
Acyrthosiphon kondoi,high
Acyrthosiphon primulae,high
Acythopeus burkhartorum,high
Acythopeus cocciniae,high
Adalia bipunctata,high
Adelencyrtus bifasciatus,high
Adelencyrtus odonaspidis,high
Adelina plana,high
Adenanthera pavonina,high
Adialytus ambiguus,high
Adiantum hispidulum,high
Adiantum macrophyllum,high
Adiantum raddianum,high
Adiantum tenerum,high
Adoretus compressus,high
Aechmea cephaloides,high
Aedes aegypti,high
Aedes albopictus,high
Aedes japonicus,high
Aeletes basalis,high
Aenasius advena,high
Aeolothrips bicolor,high
Aeolothrips fasciatus,high
Aeolothrips nasturtii,high
Aeolus livens,high
Aeptencyrtus bruchi,high
Aerenicopsis championi,high
Aerodramus bartschi,high
Aeschynomene paniculata,high
Aetea anguina,high
Aetea truncata,high
Aethina concolor,high
Aethina tumida,high
Afrocarpus falcatus,high
Afrocypholaelaps africanus,high
Afronothrus incisivus,high
Agabiformius lentus,high
Agallia lingula,high
Aganaspis daci,high
Agapornis roseicollis,high
Agasthenes swezeyi,high
Agathis hawaiicola,high
Agathis lugubris,high
Agave sisalana,high
Ageniaspis citricola,high
Ageratina adenophora,high
Ageratina riparia,high
Ageratum conyzoides,high
Ageratum houstonianum,high
Agistemus congolensis,high
Agistemus terminalis,high
Aglaomorpha rigidula,high
Aglaonema commutatum,high
Agonoxena argaula,high
Agonum muelleri,high
Agraulis vanillae,high
Agrilus extraneus,high
Agrius cingulata,high
Agrostis capillaris,high
Agrostis hyemalis,high
Agrostis stolonifera,high
Agrotis ipsilon,high
Ahasverus advena,high
Ailanthus altissima,high
Aira caryophyllea,high
Akamptogonus novarae,high
Alaptus globosicornis,high
Alaptus immaturus,high
Alauda arvensis,high
Albizia adianthifolia,high
Albizia chinensis,high
Albizia lebbeck,high
Albizia niopoides,high
Albizia procera,high
Albizia saponaria,high
Alectoris chukar,high
Aleochara puberula,high
Aleurites moluccanus,high
Aleurocanthus spiniferus,high
Aleurocanthus woglumi,high
Aleuroclava jasmini,high
Aleuroctonus vittatus,high
Aleurocybotus occiduus,high
Aleurodicus dispersus,high
Aleurodicus dugesii,high
Aleurodothrips fasciapennis,high
Aleuroglandulus subtilis,high
Aleurothrixus antidesmae,high
Aleurothrixus floccosus,high
Aleurotrachelus atratus,high
Aleurotrachelus trachoides,high
Aleurotulus anthuricola,high
Aleyrodes shizuokensis,high
Aleyrodes spiraeoides,high
Algarobius bottimeri,high
Allacta similis,high
Alloeorhynchus maculosus,high
Allograpta exotica,high
Allograpta obliqua,high
Allograpta radiata,high
Alloniscus oahuensis,high
Allopeas clavulinum,high
Allopeas gracile,high
Allothereua lesueurii,high
Allothrips brasilianus,high
Alloxysta fuscicornis,high
Alnus nepalensis,high
Alocasia cucullata,high
Aloe vera,high
Alona cambouei,high
Alopecurus pratensis,high
Alphitobius diaperinus,high
Alphitobius laevigatus,high
Alphitonia excelsa,high
Alpinia mutica,high
Alpinia purpurata,high
Alpinia zerumbet,high
Alstonia macrophylla,high
Alternanthera brasiliana,high
Alternanthera caracasana,high
Alternanthera ficoidea,high
Alternanthera pungens,high
Alternanthera sessilis,high
Altica torquata,high
Alucita objurgatella,high
Alydus pilosulus,high
Alysicarpus vaginalis,high
Amandava amandava,high
Amaranthus dubius,high
Amaranthus emarginatus ssp. pseudogracilis,high
Amaranthus graecizans,high
Amaranthus hybridus,high
Amaranthus polygonoides,high
Amaranthus retroflexus,high
Amaranthus spinosus,high
Amaranthus viridis,high
Amathia distans,high
Amauromyza maculosa,high
Amazona viridigenalis,high
Amblyomma americanum,high
Amblyomma nuttalli,high
Amblyopone zwaluwenburgi,high
Amblypsilopus connexus,high
Amblypsilopus pallidicornis,high
Amblyseius caudatus,high
Amblyseius herbicolus,high
Amblyseius largoensis,high
Amblyseius neolargoensis,high
Amblyseius obtusus,high
Ambrosia artemisiifolia,high
Amitus hesperidum,high
Amitus spiniferus,high
Ammannia coccinea,high
Ammophila arenaria,high
Ammophorus insularis,high
Ammothella pacifica,high
Amobia auriceps,high
Amobia pelopei,high
Amorbia emigratella,high
Amphiareus constrictus,high
Amphicerus cornutus,high
Amphilophus citrinellus,high
Amphilophus labiatus,high
Ampulex canaliculata,high
Ampulex compressa,high
Amsinckia intermedia,high
Amyelois transitella,high
Amygdalops nigrinotum,high
Amyna axis,high
Amyna natalis,high
Amynthas aeruginosus,high
Amynthas corticis,high
Amynthas gracilis,high
Amynthas lavangguanus,high
Amynthas minimus,high
Amynthas morrisi,high
Amynthas perkinsi,high
Amynthas rechingeri,high
Amyrsidea fulvomaculata,high
Amyrsidea phaeostoma,high
Anagrus armatus,high
Anagrus empoascae,high
Anagrus frequens,high
Anagrus nigriventris,high
Anagrus optabilis,high
Anagrus perforator,high
Anagrus takeyanus,high
Anagrus yawi,high
Anagyrus agraensis,high
Anagyrus ananatis,high
Anagyrus antoninae,high
Anagyrus californicus,high
Anagyrus dactylopii,high
Anagyrus fusciventris,high
Anagyrus kamali,high
Anagyrus saccharicola,high
Anagyrus swezeyi,high
Ananca bicolor,high
Ananca kanack,high
Ananca sinensis,high
Anaphes calendrae,high
Anaphothrips obscurus,high
Anaphothrips swezeyi,high
Anarete johnsoni,high
Anarta decepta,high
Anarta edwardsii,high
Anarta trifolii,high
Anastatus picticornis,high
Anastatus tenuipes,high
Anaticola crassicorne,high
Anatrachyntis badia,high
Anatrachyntis incertulella,high
Anatrachyntis rileyi,high
Anaulacus opaculus,high
Anchiphiloscia pilosa,high
Andaspis hawaiiensis,high
Andaspis leucophloeae,high
Andaspis mackieana,high
Andaspis numerata,high
Andaspis punicae,high
Androlaelaps casalis,high
Androlaelaps hermaphrodita,high
Andropogon bicornis,high
Andropogon tenuispatheus,high
Andropogon virginicus,high
Androthrips ramachandrai,high
Anele ulia,high
Anethum graveolens,high
Angiopteris evecta,high
Angiostrongylus cantonensis,high
Angophora costata,high
Anicetus annulatus,high
Anisolabis pacifica,high
Anisopilothrips venustulus,high
Anisops kuroiwae,high
Anisopteromalus calandrae,high
Ankylocythere sinuosa,high
Annona cherimola,high
Annona muricata,high
Anolis carolinensis,high
Anolis equestris,high
Anolis sagrei,high
Anomalon californicum,high
Anomalorhiza shawi,high
Anomis flava,high
Anoplius toluca,high
Anoplodactylus arescus,high
Anoplodactylus californicus,high
Anoplodactylus digitatus,high
Anoplodactylus erectus,high
Anoplodactylus marshallensis,high
Anoplodactylus pycnosoma,high
Anoplolepis gracilipes,high
Anoscopus albifrons,high
Anotylus exiguus,high
Anotylus nitidifrons,high
Anotylus vinsoni,high
Anredera cordifolia,high
Anstenoptilia marmarodactyla,high
Anteon coriaceum,high
Anteromorpha dubiosa,high
Anthelephila imperator,high
Anthemis cotula,high
Anthephora hermaphrodita,high
Anthicus ephippium,high
Anthicus insularis,high
Anthicus recens,high
Anthicus vexator,high
Anthomyia illocata,high
Anthomyia vicarians,high
Anthonomus eugenii,high
Anthoxanthum odoratum,high
Anthrax distigma,high
Anthrax koshunensis,high
Anthrenus flavipes,high
Anthrenus oceanicus,high
Anthrenus scrophulariae,high
Anthurium schlechtendalii,high
Antianthe expansa,high
Antiblemma acclinalis,high
Antigonon leptopus,high
Antillothrips cingulatus,high
Antonina bambusae,high
Antonina crawi,high
Antonina crawii,high
Antonina graminis,high
Antonina pretiosa,high
Antrocephalus dividens,high
Anystis agilis,high
Anystis baccarum,high
Aonidiella inornata,high
Apallates hermsi,high
Apalone spinifera,high
Apanteles carpatus,high
Apanteles galleriae,high
Apanteles opacus,high
Apanteles scutellaris,high
Apanteles tapatapaoanus,high
Apanteles trifasciatus,high
Apedilum elachistus,high
Aphaenogaster longiceps,high
Aphaereta pallipes,high
Aphalara rumicis,high
Aphanisticus cochinchinae,high
Aphanisticus cochinchinae seminulum,high
Aphanomerus pusillus,high
Aphanomerus rufescens,high
Aphelandra aurantiaca,high
Aphelinoidea xenos,high
Aphelinus asychis,high
Aphelinus gossypii,high
Aphelinus humilis,high
Aphelinus maidis,high
Aphelinus mali,high
Aphidius colemani,high
Aphidius gifuensis,high
Aphidius obscuripes,high
Aphidius smithi,high
Aphidoletes aphidimyza,high
Aphis armata,high
Aphis aurantii,high
Aphis citricidus,high
Aphis coreopsidis,high
Aphis eugeniae,high
Aphis fabae,high
Aphis gossypii,high
Aphis loti,high
Aphis medicaginis,high
Aphis middletonii,high
Aphis nasturtii,high
Aphis nerii,high
Aphis oenotherae,high
Aphis oestlundi,high
Aphis rumicis,high
Aphis sedi,high
Aphis spiraecola,high
Aphodius fimetarius,high
Aphthonetus triaula,high
Aphycomorpha araucariae,high
Aphytis acutaspidis,high
Aphytis chrysomphali,high
Aphytis diaspidis,high
Aphytis hispanicus,high
Aphytis holoxanthus,high
Aphytis lepidosaphes,high
Aphytis lingnanensis,high
Aphytis proclia,high
Apis mellifera,high
Apomecyna saltator,high
Apomyelois ceratoniae,high
Aporodesminus wallacei,high
Aporrectodea caliginosa,high
Aporrectodea limicola,high
Aporrectodea rosea,high
Aposthonia oceania,high
Apotomorhinus cribratus,high
Aprostocetus beatus,high
Aprostocetus formosoanus,high
Aprostocetus hagenowii,high
Aprostocetus megameli,high
Apterothrips apteris,high
Apterothrips secticornis,high
Aptinothrips rufus,high
Arabidopsis thaliana,high
Araecerus coffeae,high
Araecerus cumingi,high
Araecerus fasciculatus,high
Araecerus levipennis,high
Araecerus varians,high
Araecerus vieillardi,high
Aratinga erythrogenys,high
Aratinga mitrata,high
Araucaria columnaris,high
Archipolipus canthoni,high
Archocentrus nigrofasciatus,high
Archocentrus spilurus,high
Archontophoenix alexandrae,high
Archytas cirphis,high
Arcitalitrus sylvaticus,high
Arcte coerula,high
Arctium lappa,high
Arctorthezia occidentalis,high
Arctotheca calendula,high
Ardisia crenata,high
Ardisia elliptica,high
Arenaria serpyllifolia,high
Arenga pinnata,high
Arescon peregrina,high
Argemone mexicana,high
Argiope appensa,high
Argiope trifasciata,high
Argulus japonicus,high
Argyreia nervosa,high
Argyrodes argentatus,high
Argyrodes argyrodes,high
Argyrogramma verruca,high
Aridius nodifer,high
Arion intermedius,high
Aristea gerrardii,high
Aristida adscensionis,high
Aristolochia elegans,high
Armadillidium vulgare,high
Armadilloniscus ellipticus,high
Aroplectrus dimerus,high
Arorathrips fulvus,high
Arorathrips mexicanus,high
Arorathrips spiniceps,high
Arrhenatherum elatius,high
Arrhenophagus albitibiae,high
Arrhopalites benitus,high
Arrhopalites caecus,high
Artabotrys hexapetalus,high
Artema atlanta,high
Artemisia vulgaris,high
Arthrocnodax walkeriana,high
Arthrostemma ciliatum,high
Artocarpus heterophyllus,high
Arundina graminifolia,high
Arundo donax,high
Asca duosetosa,high
Ascalapha odorata,high
Ascidia archaia,high
Ascidia sydneiensis,high
Asciodes quietalis,high
Asclepias curassavica,high
Ascocotyle tenuicollis,high
Ascyltus pterygodes,high
Asiomorpha coarctata,high
Asiothrixus antidesmae,high
Asparagus asparagoides,high
Asparagus densiflorus,high
Asparagus falcatus,high
Asparagus setaceus,high
Aspidiella sacchari,high
Aspidiotus destructor,high
Aspidiotus nerii,high
Aspidiotus selangorensis,high
Asprothrips seminigricornis,high
Assara albicostalis,high
Asterolecanium miliaris,high
Asterolecanium pseudomiliaris,high
Asterolecanium pustulans,high
Asterolecanium robustum,high
Asterolecanium scirrosis,high
Astronotus ocellatus,high
Asyndetus carcinophilus,high
Asystasia gangetica ssp. gangetica,high
Asystasia gangetica ssp. micrantha,high
Ataenius cognatus,high
Ataenius peregrinator,high
Ataenius puncticollis,high
Ategumia adipalis,high
Ategumia ebulealis,high
Ateuchus lecontei,high
Atherigona hendersoni,high
Atherigona orientalis,high
Atherigona reversura,high
Athesapeuta cyperi,high
Athetis thoracica,high
Atholus bimaculatus,high
Atholus confinis,high
Atractocarpus fitzalanii,high
Atractomorpha sinensis,high
Atrichonotus taeniatulus,high
Atrichopogon jacobsoni,high
Atrichopogon levis,high
Atriplex canescens,high
Atriplex eardleyae,high
Atriplex lentiformis,high
Atriplex maximowicziana,high
Atriplex muelleri,high
Atriplex semibaccata,high
Atriplex suberecta,high
Atropacarus striculus,high
Attagenus fasciatus,high
Attagenus undulatus,high
Atypophthalmus umbratus,high
Aulacaspis alisiana,high
Aulacaspis crawii,high
Aulacaspis rosae,high
Aulacaspis rosarum,high
Aulacaspis yasumatsui,high
Aulaconiscus caecus,high
Aulacorthum solani,high
Austropuccinia psidii,high
Austrosciapus connexus,high
Autosticha pelodes,high
Avena barbata,high
Avena fatua,high
Avena sativa,high
Avrainvillea amadelpha,high
Axis axis,high
Axonopus compressus,high
Axonopus fissifolius,high
Azadirachta indica,high
Azaleothrips siamensis,high
Azolla caroliniana,high
Azolla filiculoides,high
Azya orbigera,high
Bacanius dentrecasteauxi,high
Bactra straminea,high
Bactra venosana,high
